,aposta,numero_sorteado,resultado
2073,Cachorro,40,perda
2074,Cachorro,67,perda
2075,Cachorro,77,perda
2076,Cachorro,28,perda
2077,Cachorro,3,perda
2078,Cachorro,51,perda
2079,Cachorro,59,perda
2080,Cachorro,57,perda
2081,Cachorro,49,perda
2082,Cachorro,0,perda
2083,Cachorro,85,perda
2084,Cachorro,91,perda
2085,Cachorro,24,perda
2086,Cachorro,2,perda
2087,Cachorro,86,perda
2088,Cachorro,69,perda
2089,Cachorro,0,perda
2090,Cachorro,22,perda
2091,Cachorro,78,perda
2092,Cachorro,35,perda
2093,Cachorro,43,perda
2094,Cachorro,76,perda
2095,Cachorro,49,perda
2096,Cachorro,92,perda
2097,Cachorro,6,perda
2098,Cachorro,78,perda
2099,Cachorro,27,perda
2100,Cachorro,61,perda
2101,Cachorro,87,perda
2102,Cachorro,94,perda
2103,Cachorro,62,perda
2104,Cachorro,86,perda
2105,Cachorro,50,perda
2106,Cachorro,14,perda
2107,Cachorro,84,perda
2108,Cachorro,73,perda
2109,Cachorro,65,perda
2110,Cachorro,29,perda
2111,Cachorro,47,perda
2112,Cachorro,80,perda
2113,Cachorro,79,perda
2114,Cachorro,62,perda
2115,Cachorro,38,perda
2116,Cachorro,12,perda
2117,Cachorro,39,perda
2118,Cachorro,15,perda
2119,Cachorro,61,perda
2120,Cachorro,53,perda
2121,Cachorro,16,ganho
2122,Cachorro,86,perda
2123,Cachorro,89,perda
2124,Cachorro,46,perda
2125,Cachorro,58,perda
2126,Cachorro,20,perda
2127,Cachorro,57,perda
2128,Cachorro,82,perda
2129,Cachorro,57,perda
2130,Cachorro,84,perda
2131,Cachorro,71,perda
2132,Cachorro,56,perda
2133,Cachorro,82,perda
2134,Cachorro,57,perda
2135,Cachorro,20,perda
2136,Cachorro,55,perda
2137,Cachorro,75,perda
2138,Cachorro,1,perda
2139,Cachorro,42,perda
2140,Cachorro,61,perda
2141,Cachorro,85,perda
2142,Cachorro,96,perda
2143,Cachorro,98,perda
2144,Cachorro,21,perda
2145,Cachorro,22,perda
2146,Cachorro,48,perda
2147,Cachorro,8,perda
2148,Cachorro,16,ganho
2149,Cachorro,55,perda
2150,Cachorro,49,perda
2151,Cachorro,0,perda
2152,Cachorro,36,perda
2153,Cachorro,87,perda
2154,Cachorro,69,perda
2155,Cachorro,13,perda
2156,Cachorro,48,perda
2157,Cachorro,55,perda
2158,Cachorro,41,perda
2159,Cachorro,7,perda
2160,Cachorro,98,perda
2161,Cachorro,25,perda
2162,Cachorro,82,perda
2163,Cachorro,81,perda
2164,Cachorro,30,perda
2165,Cachorro,81,perda
2166,Cachorro,74,perda
2167,Cachorro,92,perda
2168,Cachorro,32,perda
2169,Cachorro,35,perda
2170,Cachorro,88,perda
2171,Cachorro,81,perda
2172,Cachorro,88,perda
2173,Cachorro,89,perda
2174,Cachorro,81,perda
2175,Cachorro,10,perda
2176,Cachorro,41,perda
2177,Cachorro,82,perda
2178,Cachorro,43,perda
2179,Cachorro,40,perda
2180,Cachorro,66,perda
2181,Cachorro,10,perda
2182,Cachorro,91,perda
2183,Cachorro,90,perda
2184,Cachorro,54,perda
2185,Cachorro,71,perda
2186,Cachorro,1,perda
2187,Cachorro,84,perda
2188,Cachorro,62,perda
2189,Cachorro,42,perda
2190,Cachorro,41,perda
2191,Cachorro,15,perda
2192,Cachorro,76,perda
2193,Cachorro,96,perda
2194,Cachorro,45,perda
2195,Cachorro,96,perda
2196,Cachorro,89,perda
2197,Cachorro,12,perda
2198,Cachorro,23,perda
2199,Cachorro,95,perda
2200,Cachorro,73,perda
2201,Cachorro,12,perda
2202,Cachorro,85,perda
2203,Cachorro,17,ganho
2204,Cachorro,80,perda
2205,Cachorro,37,perda
2206,Cachorro,4,perda
2207,Cachorro,0,perda
2208,Cachorro,79,perda
2209,Cachorro,10,perda
2210,Cachorro,42,perda
2211,Cachorro,90,perda
2212,Cachorro,36,perda
2213,Cachorro,51,perda
2214,Cachorro,61,perda
2215,Cachorro,58,perda
2216,Cachorro,5,perda
2217,Cachorro,23,perda
2218,Cachorro,40,perda
2219,Cachorro,71,perda
2220,Cachorro,34,perda
2221,Cachorro,44,perda
2222,Cachorro,28,perda
2223,Cachorro,75,perda
2224,Cachorro,9,perda
2225,Cachorro,67,perda
2226,Cachorro,10,perda
2227,Cachorro,49,perda
2228,Cachorro,74,perda
2229,Cachorro,97,perda
2230,Cachorro,15,perda
2231,Cachorro,35,perda
2232,Cachorro,57,perda
2233,Cachorro,93,perda
2234,Cachorro,87,perda
2235,Cachorro,30,perda
2236,Cachorro,61,perda
2237,Cachorro,86,perda
2238,Cachorro,7,perda
2239,Cachorro,40,perda
2240,Cachorro,77,perda
2241,Cachorro,17,ganho
2242,Cachorro,8,perda
2243,Cachorro,85,perda
2244,Cachorro,9,perda
2245,Cachorro,31,perda
2246,Cachorro,84,perda
2247,Cachorro,31,perda
2248,Cachorro,96,perda
2249,Cachorro,9,perda
2250,Cachorro,67,perda
2251,Cachorro,76,perda
2252,Cachorro,89,perda
2253,Cachorro,2,perda
2254,Cachorro,8,perda
2255,Cachorro,50,perda
2256,Cachorro,42,perda
2257,Cachorro,1,perda
2258,Cachorro,25,perda
2259,Cachorro,22,perda
2260,Cachorro,38,perda
2261,Cachorro,97,perda
2262,Cachorro,12,perda
2263,Cachorro,54,perda
2264,Cachorro,51,perda
2265,Cachorro,18,ganho
2266,Cachorro,14,perda
2267,Cachorro,5,perda
2268,Cachorro,35,perda
2269,Cachorro,63,perda
2270,Cachorro,34,perda
2271,Cachorro,77,perda
2272,Cachorro,69,perda
2273,Cachorro,90,perda
2274,Cachorro,85,perda
2275,Cachorro,39,perda
2276,Cachorro,44,perda
2277,Cachorro,40,perda
2278,Cachorro,61,perda
2279,Cachorro,63,perda
2280,Cachorro,48,perda
2281,Cachorro,67,perda
2282,Cachorro,5,perda
2283,Cachorro,17,ganho
2284,Cachorro,34,perda
2285,Cachorro,64,perda
2286,Cachorro,71,perda
2287,Cachorro,56,perda
2288,Cachorro,40,perda
2289,Cachorro,10,perda
2290,Cachorro,98,perda
2291,Cachorro,41,perda
2292,Cachorro,14,perda
2293,Cachorro,26,perda
2294,Cachorro,25,perda
2295,Cachorro,42,perda
2296,Cachorro,15,perda
2297,Cachorro,94,perda
2298,Cachorro,98,perda
2299,Cachorro,4,perda
2300,Cachorro,66,perda
2301,Cachorro,12,perda
2302,Cachorro,10,perda
2303,Cachorro,91,perda
2304,Cachorro,68,perda
2305,Cachorro,43,perda
2306,Cachorro,84,perda
2307,Cachorro,99,perda
2308,Cachorro,25,perda
2309,Cachorro,42,perda
2310,Cachorro,9,perda
2311,Cachorro,14,perda
2312,Cachorro,80,perda
2313,Cachorro,46,perda
2314,Cachorro,32,perda
2315,Cachorro,2,perda
2316,Cachorro,75,perda
2317,Cachorro,34,perda
2318,Cachorro,30,perda
2319,Cachorro,91,perda
2320,Cachorro,68,perda
2321,Cachorro,90,perda
2322,Cachorro,53,perda
2323,Cachorro,84,perda
2324,Cachorro,15,perda
2325,Cachorro,76,perda
2326,Cachorro,25,perda
2327,Cachorro,67,perda
2328,Cachorro,42,perda
2329,Cachorro,31,perda
2330,Cachorro,86,perda
2331,Cachorro,38,perda
2332,Cachorro,88,perda
2333,Cachorro,98,perda
2334,Cachorro,48,perda
2335,Cachorro,21,perda
2336,Cachorro,15,perda
2337,Cachorro,61,perda
2338,Cachorro,55,perda
2339,Cachorro,78,perda
2340,Cachorro,55,perda
2341,Cachorro,75,perda
2342,Cachorro,52,perda
2343,Cachorro,27,perda
2344,Cachorro,21,perda
2345,Cachorro,3,perda
2346,Cachorro,62,perda
2347,Cachorro,66,perda
2348,Cachorro,4,perda
2349,Cachorro,40,perda
2350,Cachorro,7,perda
2351,Cachorro,40,perda
2352,Cachorro,62,perda
2353,Cachorro,48,perda
2354,Cachorro,65,perda
2355,Cachorro,95,perda
2356,Cachorro,3,perda
2357,Cachorro,18,ganho
2358,Cachorro,16,ganho
2359,Cachorro,68,perda
2360,Cachorro,47,perda
2361,Cachorro,76,perda
2362,Cachorro,27,perda
2363,Cachorro,4,perda
2364,Cachorro,27,perda
2365,Cachorro,88,perda
2366,Cachorro,23,perda
2367,Cachorro,3,perda
2368,Cachorro,18,ganho
2369,Cachorro,0,perda
2370,Cachorro,75,perda
2371,Cachorro,37,perda
2372,Cachorro,92,perda
2373,Cachorro,6,perda
2374,Cachorro,38,perda
2375,Cachorro,23,perda
2376,Cachorro,8,perda
2377,Cachorro,14,perda
2378,Cachorro,39,perda
2379,Cachorro,38,perda
2380,Cachorro,15,perda
2381,Cachorro,12,perda
2382,Cachorro,96,perda
2383,Cachorro,32,perda
2384,Cachorro,62,perda
2385,Cachorro,70,perda
2386,Cachorro,99,perda
2387,Cachorro,50,perda
2388,Cachorro,73,perda
2389,Cachorro,48,perda
2390,Cachorro,51,perda
2391,Cachorro,54,perda
2392,Cachorro,46,perda
2393,Cachorro,10,perda
2394,Cachorro,96,perda
2395,Cachorro,12,perda
2396,Cachorro,71,perda
2397,Cachorro,6,perda
2398,Cachorro,1,perda
2399,Cachorro,18,ganho
2400,Cachorro,49,perda
2401,Cachorro,41,perda
2402,Cachorro,16,ganho
2403,Cachorro,81,perda
2404,Cachorro,94,perda
2405,Cachorro,76,perda
2406,Cachorro,99,perda
2407,Cachorro,64,perda
2408,Cachorro,72,perda
2409,Cachorro,65,perda
2410,Cachorro,20,perda
2411,Cachorro,44,perda
2412,Cachorro,12,perda
2413,Cachorro,21,perda
2414,Cachorro,85,perda
2415,Cachorro,90,perda
2416,Cachorro,35,perda
2417,Cachorro,86,perda
2418,Cachorro,96,perda
2419,Cachorro,80,perda
2420,Cachorro,9,perda
2421,Cachorro,80,perda
2422,Cachorro,26,perda
2423,Cachorro,93,perda
2424,Cachorro,30,perda
2425,Cachorro,84,perda
2426,Cachorro,64,perda
2427,Cachorro,67,perda
2428,Cachorro,18,ganho
2429,Cachorro,54,perda
2430,Cachorro,55,perda
2431,Cachorro,51,perda
2432,Cachorro,11,perda
2433,Cachorro,25,perda
2434,Cachorro,84,perda
2435,Cachorro,4,perda
2436,Cachorro,38,perda
2437,Cachorro,12,perda
2438,Cachorro,52,perda
2439,Cachorro,13,perda
2440,Cachorro,63,perda
2441,Cachorro,75,perda
2442,Cachorro,34,perda
2443,Cachorro,27,perda
2444,Cachorro,77,perda
2445,Cachorro,67,perda
2446,Cachorro,29,perda
2447,Cachorro,84,perda
2448,Cachorro,58,perda
2449,Cachorro,35,perda
2450,Cachorro,36,perda
2451,Cachorro,40,perda
2452,Cachorro,3,perda
2453,Cachorro,95,perda
2454,Cachorro,13,perda
2455,Cachorro,18,ganho
2456,Cachorro,78,perda
2457,Cachorro,72,perda
2458,Cachorro,92,perda
2459,Cachorro,41,perda
2460,Cachorro,10,perda
2461,Cachorro,13,perda
2462,Cachorro,98,perda
2463,Cachorro,95,perda
2464,Cachorro,95,perda
2465,Cachorro,50,perda
2466,Cachorro,86,perda
2467,Cachorro,79,perda
2468,Cachorro,21,perda
2469,Cachorro,28,perda
2470,Cachorro,90,perda
2471,Cachorro,74,perda
2472,Cachorro,66,perda
2473,Cachorro,46,perda
2474,Cachorro,20,perda
2475,Cachorro,31,perda
2476,Cachorro,29,perda
2477,Cachorro,74,perda
2478,Cachorro,69,perda
2479,Cachorro,18,ganho
2480,Cachorro,57,perda
2481,Cachorro,34,perda
2482,Cachorro,37,perda
2483,Cachorro,96,perda
2484,Cachorro,84,perda
2485,Cachorro,8,perda
2486,Cachorro,94,perda
2487,Cachorro,97,perda
2488,Cachorro,71,perda
2489,Cachorro,17,ganho
2490,Cachorro,51,perda
2491,Cachorro,6,perda
2492,Cachorro,41,perda
2493,Cachorro,83,perda
2494,Cachorro,1,perda
2495,Cachorro,0,perda
2496,Cachorro,58,perda
2497,Cachorro,17,ganho
2498,Cachorro,19,ganho
2499,Cachorro,38,perda
2500,Cachorro,18,ganho
2501,Cachorro,74,perda
2502,Cachorro,33,perda
2503,Cachorro,82,perda
2504,Cachorro,80,perda
2505,Cachorro,81,perda
2506,Cachorro,98,perda
2507,Cachorro,42,perda
2508,Cachorro,25,perda
2509,Cachorro,76,perda
2510,Cachorro,25,perda
2511,Cachorro,2,perda
2512,Cachorro,92,perda
2513,Cachorro,84,perda
2514,Cachorro,95,perda
2515,Cachorro,70,perda
2516,Cachorro,71,perda
2517,Cachorro,28,perda
2518,Cachorro,16,ganho
2519,Cachorro,99,perda
2520,Cachorro,65,perda
2521,Cachorro,96,perda
2522,Cachorro,23,perda
2523,Cachorro,1,perda
2524,Cachorro,40,perda
2525,Cachorro,53,perda
2526,Cachorro,98,perda
2527,Cachorro,66,perda
2528,Cachorro,98,perda
2529,Cachorro,48,perda
2530,Cachorro,55,perda
2531,Cachorro,6,perda
2532,Cachorro,1,perda
2533,Cachorro,43,perda
2534,Cachorro,83,perda
2535,Cachorro,0,perda
2536,Cachorro,87,perda
2537,Cachorro,8,perda
2538,Cachorro,82,perda
2539,Cachorro,57,perda
2540,Cachorro,77,perda
2541,Cachorro,34,perda
2542,Cachorro,5,perda
2543,Cachorro,23,perda
2544,Cachorro,81,perda
2545,Cachorro,81,perda
2546,Cachorro,91,perda
2547,Cachorro,91,perda
2548,Cachorro,99,perda
2549,Cachorro,76,perda
2550,Cachorro,52,perda
2551,Cachorro,30,perda
2552,Cachorro,46,perda
2553,Cachorro,97,perda
2554,Cachorro,89,perda
2555,Cachorro,53,perda
2556,Cachorro,69,perda
2557,Cachorro,25,perda
2558,Cachorro,73,perda
2559,Cachorro,29,perda
2560,Cachorro,80,perda
2561,Cachorro,75,perda
2562,Cachorro,7,perda
2563,Cachorro,81,perda
2564,Cachorro,75,perda
2565,Cachorro,71,perda
2566,Cachorro,69,perda
2567,Cachorro,36,perda
2568,Cachorro,2,perda
2569,Cachorro,46,perda
2570,Cachorro,92,perda
2571,Cachorro,85,perda
2572,Cachorro,17,ganho
2573,Cachorro,75,perda
2574,Cachorro,62,perda
2575,Cachorro,75,perda
2576,Cachorro,82,perda
2577,Cachorro,12,perda
2578,Cachorro,87,perda
2579,Cachorro,74,perda
2580,Cachorro,68,perda
2581,Cachorro,8,perda
2582,Cachorro,61,perda
2583,Cachorro,97,perda
2584,Cachorro,17,ganho
2585,Cachorro,27,perda
2586,Cachorro,68,perda
2587,Cachorro,16,ganho
2588,Cachorro,50,perda
2589,Cachorro,37,perda
2590,Cachorro,35,perda
2591,Cachorro,1,perda
2592,Cachorro,80,perda
2593,Cachorro,66,perda
2594,Cachorro,49,perda
2595,Cachorro,98,perda
2596,Cachorro,22,perda
2597,Cachorro,6,perda
2598,Cachorro,7,perda
2599,Cachorro,20,perda
2600,Cachorro,75,perda
2601,Cachorro,94,perda
2602,Cachorro,34,perda
2603,Cachorro,52,perda
2604,Cachorro,53,perda
2605,Cachorro,14,perda
2606,Cachorro,95,perda
2607,Cachorro,30,perda
2608,Cachorro,61,perda
2609,Cachorro,99,perda
2610,Cachorro,40,perda
2611,Cachorro,45,perda
2612,Cachorro,45,perda
2613,Cachorro,77,perda
2614,Cachorro,67,perda
2615,Cachorro,91,perda
2616,Cachorro,72,perda
2617,Cachorro,66,perda
2618,Cachorro,26,perda
2619,Cachorro,46,perda
2620,Cachorro,39,perda
2621,Cachorro,7,perda
2622,Cachorro,43,perda
2623,Cachorro,31,perda
2624,Cachorro,7,perda
2625,Cachorro,62,perda
2626,Cachorro,21,perda
2627,Cachorro,83,perda
2628,Cachorro,0,perda
2629,Cachorro,95,perda
2630,Cachorro,44,perda
2631,Cachorro,16,ganho
2632,Cachorro,99,perda
2633,Cachorro,26,perda
2634,Cachorro,59,perda
2635,Cachorro,72,perda
2636,Cachorro,58,perda
2637,Cachorro,46,perda
2638,Cachorro,37,perda
2639,Cachorro,36,perda
2640,Cachorro,70,perda
2641,Cachorro,93,perda
2642,Cachorro,70,perda
2643,Cachorro,5,perda
2644,Cachorro,11,perda
2645,Cachorro,60,perda
2646,Cachorro,93,perda
2647,Cachorro,34,perda
2648,Cachorro,7,perda
2649,Cachorro,28,perda
2650,Cachorro,79,perda
2651,Cachorro,45,perda
2652,Cachorro,76,perda
2653,Cachorro,18,ganho
2654,Cachorro,67,perda
2655,Cachorro,73,perda
2656,Cachorro,82,perda
2657,Cachorro,35,perda
2658,Cachorro,68,perda
2659,Cachorro,49,perda
2660,Cachorro,39,perda
2661,Cachorro,21,perda
2662,Cachorro,67,perda
2663,Cachorro,85,perda
2664,Cachorro,65,perda
2665,Cachorro,84,perda
2666,Cachorro,97,perda
2667,Cachorro,74,perda
2668,Cachorro,6,perda
2669,Cachorro,47,perda
2670,Cachorro,91,perda
2671,Cachorro,11,perda
2672,Cachorro,16,ganho
2673,Cachorro,80,perda
2674,Cachorro,28,perda
2675,Cachorro,83,perda
2676,Cachorro,80,perda
2677,Cachorro,13,perda
2678,Cachorro,4,perda
2679,Cachorro,2,perda
2680,Cachorro,3,perda
2681,Cachorro,25,perda
2682,Cachorro,39,perda
2683,Cachorro,33,perda
2684,Cachorro,77,perda
2685,Cachorro,56,perda
2686,Cachorro,94,perda
2687,Cachorro,66,perda
2688,Cachorro,27,perda
2689,Cachorro,65,perda
2690,Cachorro,61,perda
2691,Cachorro,5,perda
2692,Cachorro,37,perda
2693,Cachorro,2,perda
2694,Cachorro,67,perda
2695,Cachorro,66,perda
2696,Cachorro,95,perda
2697,Cachorro,98,perda
2698,Cachorro,80,perda
2699,Cachorro,77,perda
2700,Cachorro,18,ganho
2701,Cachorro,7,perda
2702,Cachorro,20,perda
2703,Cachorro,99,perda
2704,Cachorro,57,perda
2705,Cachorro,28,perda
2706,Cachorro,22,perda
2707,Cachorro,84,perda
2708,Cachorro,46,perda
2709,Cachorro,1,perda
2710,Cachorro,80,perda
2711,Cachorro,20,perda
2712,Cachorro,72,perda
2713,Cachorro,38,perda
2714,Cachorro,43,perda
2715,Cachorro,20,perda
2716,Cachorro,86,perda
2717,Cachorro,99,perda
2718,Cachorro,47,perda
2719,Cachorro,3,perda
2720,Cachorro,55,perda
2721,Cachorro,17,ganho
2722,Cachorro,33,perda
2723,Cachorro,98,perda
2724,Cachorro,19,ganho
2725,Cachorro,10,perda
2726,Cachorro,36,perda
2727,Cachorro,58,perda
2728,Cachorro,21,perda
2729,Cachorro,63,perda
2730,Cachorro,24,perda
2731,Cachorro,62,perda
2732,Cachorro,35,perda
2733,Cachorro,78,perda
2734,Cachorro,4,perda
2735,Cachorro,41,perda
2736,Cachorro,3,perda
2737,Cachorro,49,perda
2738,Cachorro,10,perda
2739,Cachorro,70,perda
2740,Cachorro,59,perda
2741,Cachorro,70,perda
2742,Cachorro,56,perda
2743,Cachorro,21,perda
2744,Cachorro,88,perda
2745,Cachorro,73,perda
2746,Cachorro,87,perda
2747,Cachorro,40,perda
2748,Cachorro,43,perda
2749,Cachorro,73,perda
2750,Cachorro,29,perda
2751,Cachorro,30,perda
2752,Cachorro,77,perda
2753,Cachorro,43,perda
2754,Cachorro,95,perda
2755,Cachorro,69,perda
2756,Cachorro,32,perda
2757,Cachorro,53,perda
2758,Cachorro,62,perda
2759,Cachorro,48,perda
2760,Cachorro,56,perda
2761,Cachorro,94,perda
2762,Cachorro,17,ganho
2763,Cachorro,23,perda
2764,Cachorro,37,perda
2765,Cachorro,55,perda
2766,Cachorro,34,perda
2767,Cachorro,72,perda
2768,Cachorro,92,perda
2769,Cachorro,48,perda
2770,Cachorro,55,perda
2771,Cachorro,3,perda
2772,Cachorro,21,perda
2773,Cachorro,13,perda
2774,Cachorro,73,perda
2775,Cachorro,47,perda
2776,Cachorro,28,perda
2777,Cachorro,73,perda
2778,Cachorro,89,perda
2779,Cachorro,0,perda
2780,Cachorro,60,perda
2781,Cachorro,82,perda
2782,Cachorro,36,perda
2783,Cachorro,25,perda
2784,Cachorro,1,perda
2785,Cachorro,61,perda
2786,Cachorro,12,perda
2787,Cachorro,78,perda
2788,Cachorro,35,perda
2789,Cachorro,91,perda
2790,Cachorro,25,perda
2791,Cachorro,58,perda
2792,Cachorro,42,perda
2793,Cachorro,15,perda
2794,Cachorro,57,perda
2795,Cachorro,70,perda
2796,Cachorro,35,perda
2797,Cachorro,77,perda
2798,Cachorro,24,perda
2799,Cachorro,70,perda
2800,Cachorro,75,perda
2801,Cachorro,78,perda
2802,Cachorro,83,perda
2803,Cachorro,16,ganho
2804,Cachorro,82,perda
2805,Cachorro,4,perda
2806,Cachorro,38,perda
2807,Cachorro,86,perda
2808,Cachorro,97,perda
2809,Cachorro,31,perda
2810,Cachorro,5,perda
2811,Cachorro,27,perda
2812,Cachorro,94,perda
2813,Cachorro,54,perda
2814,Cachorro,75,perda
2815,Cachorro,6,perda
2816,Cachorro,13,perda
2817,Cachorro,58,perda
2818,Cachorro,23,perda
2819,Cachorro,90,perda
2820,Cachorro,67,perda
2821,Cachorro,53,perda
2822,Cachorro,23,perda
2823,Cachorro,52,perda
2824,Cachorro,49,perda
2825,Cachorro,43,perda
2826,Cachorro,45,perda
2827,Cachorro,79,perda
2828,Cachorro,96,perda
2829,Cachorro,91,perda
2830,Cachorro,23,perda
2831,Cachorro,68,perda
2832,Cachorro,59,perda
2833,Cachorro,88,perda
2834,Cachorro,44,perda
2835,Cachorro,53,perda
2836,Cachorro,32,perda
2837,Cachorro,62,perda
2838,Cachorro,67,perda
2839,Cachorro,27,perda
2840,Cachorro,89,perda
2841,Cachorro,52,perda
2842,Cachorro,7,perda
2843,Cachorro,92,perda
2844,Cachorro,92,perda
2845,Cachorro,45,perda
2846,Cachorro,39,perda
2847,Cachorro,0,perda
2848,Cachorro,19,ganho
2849,Cachorro,67,perda
2850,Cachorro,7,perda
2851,Cachorro,93,perda
2852,Cachorro,25,perda
2853,Cachorro,92,perda
2854,Cachorro,27,perda
2855,Cachorro,15,perda
2856,Cachorro,62,perda
2857,Cachorro,0,perda
2858,Cachorro,40,perda
2859,Cachorro,63,perda
2860,Cachorro,17,ganho
2861,Cachorro,67,perda
2862,Cachorro,69,perda
2863,Cachorro,76,perda
2864,Cachorro,88,perda
2865,Cachorro,75,perda
2866,Cachorro,36,perda
2867,Cachorro,71,perda
2868,Cachorro,90,perda
2869,Cachorro,0,perda
2870,Cachorro,71,perda
2871,Cachorro,86,perda
2872,Cachorro,89,perda
2873,Cachorro,61,perda
2874,Cachorro,90,perda
2875,Cachorro,63,perda
2876,Cachorro,71,perda
2877,Cachorro,38,perda
2878,Cachorro,44,perda
2879,Cachorro,53,perda
2880,Cachorro,87,perda
2881,Cachorro,28,perda
2882,Cachorro,93,perda
2883,Cachorro,59,perda
2884,Cachorro,71,perda
2885,Cachorro,54,perda
2886,Cachorro,47,perda
2887,Cachorro,19,ganho
2888,Cachorro,56,perda
2889,Cachorro,25,perda
2890,Cachorro,5,perda
2891,Cachorro,43,perda
2892,Cachorro,26,perda
2893,Cachorro,35,perda
2894,Cachorro,96,perda
2895,Cachorro,49,perda
2896,Cachorro,23,perda
2897,Cachorro,91,perda
2898,Cachorro,90,perda
2899,Cachorro,40,perda
2900,Cachorro,35,perda
2901,Cachorro,65,perda
2902,Cachorro,51,perda
2903,Cachorro,35,perda
2904,Cachorro,57,perda
2905,Cachorro,42,perda
2906,Cachorro,85,perda
2907,Cachorro,17,ganho
2908,Cachorro,42,perda
2909,Cachorro,52,perda
2910,Cachorro,42,perda
2911,Cachorro,43,perda
2912,Cachorro,45,perda
2913,Cachorro,91,perda
2914,Cachorro,54,perda
2915,Cachorro,31,perda
2916,Cachorro,79,perda
2917,Cachorro,99,perda
2918,Cachorro,32,perda
2919,Cachorro,35,perda
2920,Cachorro,78,perda
2921,Cachorro,75,perda
2922,Cachorro,61,perda
2923,Cachorro,62,perda
2924,Cachorro,1,perda
2925,Cachorro,92,perda
2926,Cachorro,20,perda
2927,Cachorro,0,perda
2928,Cachorro,19,ganho
2929,Cachorro,67,perda
2930,Cachorro,84,perda
2931,Cachorro,89,perda
2932,Cachorro,94,perda
2933,Cachorro,79,perda
2934,Cachorro,30,perda
2935,Cachorro,59,perda
2936,Cachorro,43,perda
2937,Cachorro,87,perda
2938,Cachorro,70,perda
2939,Cachorro,95,perda
2940,Cachorro,14,perda
2941,Cachorro,22,perda
2942,Cachorro,58,perda
2943,Cachorro,56,perda
2944,Cachorro,66,perda
2945,Cachorro,56,perda
2946,Cachorro,55,perda
2947,Cachorro,62,perda
2948,Cachorro,5,perda
2949,Cachorro,8,perda
2950,Cachorro,61,perda
2951,Cachorro,11,perda
2952,Cachorro,74,perda
2953,Cachorro,61,perda
2954,Cachorro,18,ganho
2955,Cachorro,16,ganho
2956,Cachorro,84,perda
2957,Cachorro,3,perda
2958,Cachorro,29,perda
2959,Cachorro,50,perda
2960,Cachorro,6,perda
2961,Cachorro,16,ganho
2962,Cachorro,93,perda
2963,Cachorro,40,perda
2964,Cachorro,77,perda
2965,Cachorro,97,perda
2966,Cachorro,19,ganho
2967,Cachorro,69,perda
2968,Cachorro,43,perda
2969,Cachorro,60,perda
2970,Cachorro,86,perda
2971,Cachorro,13,perda
2972,Cachorro,61,perda
2973,Cachorro,83,perda
2974,Cachorro,25,perda
2975,Cachorro,50,perda
2976,Cachorro,39,perda
2977,Cachorro,11,perda
2978,Cachorro,66,perda
2979,Cachorro,64,perda
2980,Cachorro,1,perda
2981,Cachorro,1,perda
2982,Cachorro,97,perda
2983,Cachorro,65,perda
2984,Cachorro,16,ganho
2985,Cachorro,77,perda
2986,Cachorro,4,perda
2987,Cachorro,20,perda
2988,Cachorro,51,perda
2989,Cachorro,5,perda
2990,Cachorro,31,perda
2991,Cachorro,20,perda
2992,Cachorro,95,perda
2993,Cachorro,82,perda
2994,Cachorro,60,perda
2995,Cachorro,10,perda
2996,Cachorro,2,perda
2997,Cachorro,12,perda
2998,Cachorro,27,perda
2999,Cachorro,50,perda
3000,Cachorro,18,ganho
3001,Cachorro,80,perda
3002,Cachorro,18,ganho
3003,Cachorro,57,perda
3004,Cachorro,85,perda
3005,Cachorro,19,ganho
3006,Cachorro,34,perda
3007,Cachorro,92,perda
3008,Cachorro,82,perda
3009,Cachorro,79,perda
3010,Cachorro,51,perda
3011,Cachorro,37,perda
3012,Cachorro,25,perda
3013,Cachorro,72,perda
3014,Cachorro,65,perda
3015,Cachorro,14,perda
3016,Cachorro,6,perda
3017,Cachorro,99,perda
3018,Cachorro,51,perda
3019,Cachorro,58,perda
3020,Cachorro,47,perda
3021,Cachorro,72,perda
3022,Cachorro,44,perda
3023,Cachorro,34,perda
3024,Cachorro,20,perda
3025,Cachorro,46,perda
3026,Cachorro,50,perda
3027,Cachorro,34,perda
3028,Cachorro,64,perda
3029,Cachorro,21,perda
3030,Cachorro,93,perda
3031,Cachorro,43,perda
3032,Cachorro,73,perda
3033,Cachorro,0,perda
3034,Cachorro,63,perda
3035,Cachorro,40,perda
3036,Cachorro,44,perda
3037,Cachorro,81,perda
3038,Cachorro,45,perda
3039,Cachorro,50,perda
3040,Cachorro,46,perda
3041,Cachorro,3,perda
3042,Cachorro,73,perda
3043,Cachorro,56,perda
3044,Cachorro,12,perda
3045,Cachorro,47,perda
3046,Cachorro,51,perda
3047,Cachorro,8,perda
3048,Cachorro,31,perda
3049,Cachorro,71,perda
3050,Cachorro,93,perda
3051,Cachorro,38,perda
3052,Cachorro,59,perda
3053,Cachorro,91,perda
3054,Cachorro,66,perda
3055,Cachorro,23,perda
3056,Cachorro,0,perda
3057,Cachorro,20,perda
3058,Cachorro,67,perda
3059,Cachorro,51,perda
3060,Cachorro,51,perda
3061,Cachorro,75,perda
3062,Cachorro,31,perda
3063,Cachorro,32,perda
3064,Cachorro,22,perda
3065,Cachorro,35,perda
3066,Cachorro,83,perda
3067,Cachorro,59,perda
